NA_ID,Area ID,NA_TYPE,Date extracted,Method,Qubit Concentration (ng/ul),Volumn (ul),Amount (ng),Re-extraction amount,Total extracted NA amount (ng),NA sheared/used (ng),Shearing volume DNA input (ul),Volume of TE buffer (ul)  for shearing,SL_ID,Notes,Assigned Projects
AM2 R-500,11 Met1,RNA,5/16/2022,RNAstorm FFPE,24.60,48,1180.8,,1180.8,200.0,8,42,"AMLP-564,AMLP-565",,Acral Melanoma
AM2 R-501,99 MIS1,RNA,5/16/2022,RNAstorm FFPE,9.23,48,443.0,,443.0,300.0,33,17,"AMLP-494,AMLP-540,AMLP-577",,Acral Melanoma
AM2 R-503,385 LN Met 1,RNA,5/16/2022,RNAstorm FFPE,15.80,48,758.4,,758.4,,0,50,,,Acral Melanoma
AM2 R-504,399 MIS1,RNA,5/16/2022,RNAstorm FFPE,8.31,48,398.9,,398.9,200.0,24,26,"AMLP-495,AMLP-541",,Acral Melanoma
AM2 R-505,402 Mel2,RNA,5/16/2022,RNAstorm FFPE,6.40,48,307.2,,307.2,300.0,47,3,"AMLP-496,AMLP-542,AMLP-580",,Acral Melanoma
AM2 R-506,1517 Mel3,RNA,5/16/2022,RNAstorm FFPE,5.41,48,259.7,,259.7,,0,50,,,Acral Melanoma
AM2 R-507,1540 MIS2,RNA,5/16/2022,RNAstorm FFPE,8.40,48,403.2,,403.2,,0,50,,,Acral Melanoma
AM2 R-508,1557 MIS3,RNA,5/16/2022,RNAstorm FFPE,10.00,48,480.0,,480.0,,0,50,,,Acral Melanoma
AM2 R-509,1589 Primary Mel 1,RNA,5/16/2022,RNAstorm FFPE,4.88,48,234.2,,234.2,,0,50,,,Acral Melanoma
AM2 R-510,1606 Invasive Primary Mel 1,RNA,5/16/2022,RNAstorm FFPE,11.50,48,552.0,,552.0,,0,50,,,Acral Melanoma
AM2 R-511,1607 Invasive Primary Mel 2,RNA,5/16/2022,RNAstorm FFPE,8.79,48,421.9,,421.9,,0,50,,,Acral Melanoma
AM2 R-512,11 Met1,RNA,5/16/2022,RNAstorm FFPE,12.40,48,595.2,,595.2,,0,50,,,Acral Melanoma
AM2 R-513,1491 Mel1,RNA,2/8/2023,RNAstorm FFPE,6.47,80,517.6,,517.6,300.0,46,4,"AMLP-517,AMLP-543,AMLP-583",,Acral Melanoma
AM2 R-514,1492 Mel2,RNA,2/8/2023,RNAstorm FFPE,9.46,80,756.8,,756.8,200.0,21,29,"AMLP-518,AMLP-544",,Acral Melanoma
AM2 R-516,101 Met1,RNA,2/8/2023,RNAstorm FFPE,16.10,80,1288.0,,1288.0,400.0,25,25,"AMLP-519,AMLP-545,AMLP-566,AMLP-567",,Acral Melanoma
AM2 R-517,2246 Mel2,RNA,2/8/2023,RNAstorm FFPE,8.66,80,692.8,,692.8,400.0,46,4,"AMLP-520,AMLP-546,AMLP-578,AMLP-579",,Acral Melanoma
AM2 R-518,5 Met1,RNA,2/8/2023,RNAstorm FFPE,18.20,40,728.0,,728.0,100.0,5,45,AMLP-521,,Acral Melanoma
AM2 R-519,1510 Normal,RNA,2/8/2023,RNAstorm FFPE,6.52,40,260.8,,260.8,,0,50,,,Acral Melanoma
AM2 R-520,1508 MIS1,RNA,,RNAstorm FFPE,0.00,0,0.0,,0.0,,NaN,NaN,,,Acral Melanoma
AM2 R-521,1509 Met1,RNA,2/8/2023,RNAstorm FFPE,21.70,80,1736.0,,1736.0,100.0,5,45,AMLP-522,,Acral Melanoma
AM2 R-522,"1511 Intestine Met 2,1512 Met3",RNA,2/8/2023,RNAstorm FFPE,9.99,40,399.6,,399.6,100.0,10,40,AMLP-523,,Acral Melanoma
AM2 R-523,1519 LN Met 1,RNA,2/8/2023,RNAstorm FFPE,0.00,80,0.0,,0.0,,NaN,NaN,,,Acral Melanoma
AM2 R-524,1520 Met2,RNA,2/8/2023,RNAstorm FFPE,0.00,80,0.0,,0.0,,NaN,NaN,,,Acral Melanoma
AM2 R-525,1524 Mel1,RNA,2/8/2023,RNAstorm FFPE,13.30,80,1064.0,,1064.0,500.0,38,12,"AMLP-524,AMLP-547,AMLP-568,AMLP-569,AMLP-570",,Acral Melanoma
AM2 R-526,1525 MIS1,RNA,2/8/2023,RNAstorm FFPE,21.90,40,876.0,,876.0,400.0,18,32,"AMLP-525,AMLP-548,AMLP-571,AMLP-572",,Acral Melanoma
AM2 R-527,1528 LN Met 2,RNA,,RNAstorm FFPE,0.00,0,0.0,,0.0,,NaN,NaN,,,Acral Melanoma
AM2 R-528,1526 Normal,RNA,2/14/2023,RNAstorm FFPE,0.99,70,69.3,,69.3,,0,50,,,Acral Melanoma
AM2 R-531,1531 Mel3,RNA,2/14/2023,RNAstorm FFPE,15.80,40,632.0,,632.0,100.0,6,44,AMLP-549,,Acral Melanoma
AM2 R-532,1543 Brain Met2,RNA,2/14/2023,RNAstorm FFPE,11.80,80,944.0,,944.0,100.0,8,42,AMLP-550,,Acral Melanoma
AM2 R-536,100 Mel1,RNA,3/29/2023,RNAstorm FFPE,5.64,40,225.6,,225.6,225.0,40,10,"AMLP-551,AMLP-573,AMLP-574",,Acral Melanoma
AM2 R-537,401 Mel1,RNA,3/29/2023,RNAstorm FFPE,6.78,40,271.2,,271.2,271.0,40,10,"AMLP-552,AMLP-575,AMLP-576",,Acral Melanoma
AM2 R-538,2472 Invasive,RNA,6/7/2023,Qiagen AllPrep DNA/RNA Mini Kit,83.00,18,1494.0,,1494.0,,0,50,,,Acral Melanoma
AM2 R-539,2473 MIS,RNA,6/7/2023,Qiagen AllPrep DNA/RNA Mini Kit,24.50,18,441.0,,441.0,,0,50,,,Acral Melanoma
AM2 R-540,2474 MIS,RNA,6/7/2023,Qiagen AllPrep DNA/RNA Mini Kit,8.41,18,151.4,,151.4,,0,50,,,Acral Melanoma
AM2 R-541,2475 Normal,RNA,6/7/2023,Qiagen AllPrep DNA/RNA Mini Kit,52.00,18,936.0,,936.0,,0,50,,,Acral Melanoma
BB008_CGH10-013_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BB008_CGH10-013,FFPE extracted DNA from Swapna in the Clinical Diagnostic lab that has already been tested on the CGH array,2010-2017
BB008_CGH11-036_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BB008_CGH11-036,FFPE extracted DNA from Swapna in the Clinical Diagnostic lab that has already been tested on the CGH array,2010-2017
BB008_CGH11-153_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BB008_CGH11-153,FFPE extracted DNA from Swapna in the Clinical Diagnostic lab that has already been tested on the CGH array,2010-2017
BB008_CGH11-386_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BB008_CGH11-386,FFPE extracted DNA from Swapna in the Clinical Diagnostic lab that has already been tested on the CGH array,2010-2017
BB008_CGH12-047_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BB008_CGH12-047,FFPE extracted DNA from Swapna in the Clinical Diagnostic lab that has already been tested on the CGH array,2010-2017
BB008_HW2NC_NA,,DNA,9/20/2012,Qiagen FFPE DNA columns,,,0.0,,0.0,100.0,Infinity,-Infinity,BB008_HW2NC, FFPE extracted DNA sample received from Hong Wu at the FCCC (Boris has diagnosis),2010-2017
BB008_HW2TC_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BB008_HW2TC, FFPE extracted DNA sample received from Hong Wu at the FCCC (Boris has diagnosis),2010-2017
BB008_HW8NC_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BB008_HW8NC, FFPE extracted DNA sample received from Hong Wu at the FCCC (Boris has diagnosis),2010-2017
BB008_HW8TC_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BB008_HW8TC, FFPE extracted DNA sample received from Hong Wu at the FCCC (Boris has diagnosis),2010-2017
BB008_HW9-NB_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BB008_HW9-NB, FFPE extracted DNA sample received from Hong Wu at the FCCC (Boris has diagnosis),2010-2017
BB008_HW9TC_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BB008_HW9TC, FFPE extracted DNA sample received from Hong Wu at the FCCC (Boris has diagnosis),2010-2017
BB008_Kit 227 Acral WT_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BB008_Kit 227 Acral WT,"Alyssa Kit mutations.  Same template was used to go into BB007, BB004. Understanding run to run variation.  Influence of LM-PCR cycle reduction ",2010-2017
BB008_LAL-L1_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BB008_LAL-L1,N5_15 and N5_16 are the exact same template done in duplicate with two different barcodes,2010-2017
BB008_LAL-L2_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BB008_LAL-L2,N5_15 and N5_16 are the exact same template done in duplicate with two different barcodes,2010-2017
BB008_NB2107_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BB008_NB2107,"Cell Line DNA received from Patricia Brafford, Wistar Institute",2010-2017
BB008_WM3211_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BB008_WM3211,"Cell Line DNA received from Patricia Brafford, Wistar Institute",2010-2017
BB09_Bivona_L7_NA,,DNA,12/3/2012,,106.00,100,10600.0,,10600.0,,0,50,BB09_Bivona_L7,,2010-2017
BB09_Bivona_L8_NA,,DNA,12/3/2012,,44.80,100,4480.0,,4480.0,,0,50,BB09_Bivona_L8,,2010-2017
BB09_Bivona_L9_NA,,DNA,12/3/2012,,22.80,100,2280.0,,2280.0,,0,50,BB09_Bivona_L9,,2010-2017
BB09_Bivona_L10_NA,,DNA,12/3/2012,,42.30,100,4230.0,,4230.0,,0,50,BB09_Bivona_L10,,2010-2017
BB09_Bivona_L11_NA,,DNA,12/3/2012,,56.60,100,5660.0,,5660.0,,0,50,BB09_Bivona_L11,,2010-2017
BB09_CGH11_029_NA,,DNA,9/21/2012,Qiagen FFPE DNA columns,244.00,100,24400.0,,24400.0,,0,50,BB09_CGH11_029,,2010-2017
BB09_CGH11_045_NA,,DNA,9/21/2012,Qiagen FFPE DNA columns,254.00,100,25400.0,,25400.0,,0,50,BB09_CGH11_045,,2010-2017
BB09_CGH11_092_NA,,DNA,9/21/2012,Qiagen FFPE DNA columns,734.00,100,73400.0,,73400.0,,0,50,BB09_CGH11_092,,2010-2017
BB09_CGH11_125_NA,,DNA,9/21/2012,Qiagen FFPE DNA columns,136.00,100,13600.0,,13600.0,,0,50,BB09_CGH11_125,,2010-2017
BB09_CGH11_194_NA,,DNA,9/21/2012,Qiagen FFPE DNA columns,74.00,100,7400.0,,7400.0,,0,50,BB09_CGH11_194,,2010-2017
BB09_HW3_N_NA,,DNA,,,,,0.0,,0.0,,NaN,NaN,BB09_HW3_N,,2010-2017
BB09_HW3_T_NA,,DNA,,,,,0.0,,0.0,,NaN,NaN,BB09_HW3_T,,2010-2017
BB09_HW4_N_NA,,DNA,,,,,0.0,,0.0,,NaN,NaN,BB09_HW4_N,,2010-2017
BB09_HW4_T_NA,,DNA,,,,,0.0,,0.0,,NaN,NaN,BB09_HW4_T,,2010-2017
BB09_HW6_ND_NA,,DNA,,,,,0.0,,0.0,,NaN,NaN,BB09_HW6_ND,,2010-2017
BB09_HW6_TD_NA,,DNA,,,,,0.0,,0.0,,NaN,NaN,BB09_HW6_TD,,2010-2017
Bivona__L_17_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,Bivona__L_17, Patient Treated with EGFR TK1,2010-2017
Bivona_L_1_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,Bivona_L_1,,2010-2017
Bivona_L_18_NA,,DNA,,,,,0.0,,0.0,62.7,Infinity,-Infinity,Bivona_L_18, Patient Treated with EGFR TK1,2010-2017
Bivona_L_19_NA,,DNA,,,,,0.0,,0.0,9.1,Infinity,-Infinity,Bivona_L_19, Patient Treated with EGFR TK1,2010-2017
Bivona_L2_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,Bivona_L2,,2010-2017
Bivona_L3_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,Bivona_L3,,2010-2017
Bivona_L4_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,Bivona_L4,,2010-2017
Bivona_L5_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,Bivona_L5,,2010-2017
Bivona_L6_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,Bivona_L6,,2010-2017
bMV_10_0206_NA,,,,,,,0.0,,0.0,100.0,Infinity,-Infinity,bMV_10_0206,,2010-2017
BN_M1_NA,,,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BN_M1,,2010-2017
BN_M2_NA,,,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BN_M2,,2010-2017
BN_N1_NA,,,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BN_N1,,2010-2017
BN_N2_NA,,,,,,,0.0,,0.0,100.0,Infinity,-Infinity,BN_N2,,2010-2017
BND-001,463 cellular blue nevus,DNA,2/20/2019,Qiagen FFPE DNA columns,2.20,48,105.6,,105.6,105.6,48,2,SGLP-0381,,Nevus Library
BND-002,464 cellular blue nevus,DNA,2/20/2019,Qiagen FFPE DNA columns,2.80,48,134.4,,134.4,134.9,48,2,SGLP-0382,,Nevus Library
BND-003,465 cellular blue nevus,DNA,2/20/2019,Qiagen FFPE DNA columns,3.90,48,187.2,,187.2,184.8,47,3,SGLP-0383,,Nevus Library
BND-004,466 cellular blue nevus,DNA,2/20/2019,Qiagen FFPE DNA columns,1.10,48,52.8,,52.8,54.7,50,0,SGLP-0384,,Nevus Library
BND-005,467 cellular blue nevus,DNA,2/20/2019,Qiagen FFPE DNA columns,0.60,48,28.8,,28.8,26.7,45,6,SGLP-0385,,Nevus Library
BND-006,468 cellular blue nevus,DNA,2/20/2019,Qiagen FFPE DNA columns,1.10,48,52.8,,52.8,54.2,49,1,SGLP-0386,,Nevus Library
BND-007,469 cellular blue nevus,DNA,2/20/2019,Qiagen FFPE DNA columns,1.10,48,52.8,,52.8,53.8,49,1,SGLP-0387,,Nevus Library
BND-008,470 cellular blue nevus,DNA,2/20/2019,Qiagen FFPE DNA columns,0.80,48,38.4,,38.4,37.6,47,3,SGLP-0388,,Nevus Library
BND-009,471 cellular blue nevus,DNA,2/20/2019,Qiagen FFPE DNA columns,2.00,48,96.0,,96.0,94.1,47,3,SGLP-0389,,Nevus Library
BND-010,472 cellular blue nevus,DNA,2/20/2019,Qiagen FFPE DNA columns,0.20,48,9.5,,9.5,0.0,0,50,,,Nevus Library
BND-011,473 cellular blue nevus,DNA,2/20/2019,Qiagen FFPE DNA columns,13.20,48,633.6,,633.6,250.0,19,31,SGLP-0390,,Nevus Library
BND-012,474 cellular blue nevus,DNA,2/20/2019,Qiagen FFPE DNA columns,1.60,48,76.8,,76.8,76.3,48,2,SGLP-0391,,Nevus Library
BTK01,,DNA,2/22/2023,Qiagen DNeasy Blood & Tissue Kit,0.41,140,57.7,,57.7,,0,50,,3mm punch biopsy,"Mutation Burden in Normal Skin,Willed Body Program"
BTK03,,DNA,2/22/2023,Qiagen DNeasy Blood & Tissue Kit,17.20,140,2408.0,,2408.0,,0,50,,3mm punch biopsy,"Mutation Burden in Normal Skin,Willed Body Program"
BTK05,,DNA,2/22/2023,Qiagen DNeasy Blood & Tissue Kit,16.40,140,2296.0,,2296.0,,0,50,,3mm punch biopsy,"Mutation Burden in Normal Skin,Willed Body Program"
BTK06,,DNA,2/22/2023,Qiagen DNeasy Blood & Tissue Kit,0.55,140,76.6,,76.6,,0,50,,3mm punch biopsy,"Mutation Burden in Normal Skin,Willed Body Program"
CGH_11_361_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH_11_361,NTRK1,2010-2017
CGH_11_366_NA,,DNA,,,,,0.0,,0.0,12.4,Infinity,-Infinity,CGH_11_366,NTRK1,2010-2017
CGH_11_376_NA,,DNA,,,,,0.0,,0.0,84.3,Infinity,-Infinity,CGH_11_376,BRAF,2010-2017
CGH_11_388_NA,,DNA,,,,,0.0,,0.0,69.4,Infinity,-Infinity,CGH_11_388,NTRK1,2010-2017
CGH_11_422_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH_11_422,BRAF,2010-2017
CGH_12_016_NA,,DNA,,,,,0.0,,0.0,94.6,Infinity,-Infinity,CGH_12_016,BRAF,2010-2017
CGH10_16_NA,,DNA,,,,,0.0,,0.0,74.3,Infinity,-Infinity,CGH10_16,,2010-2017
CGH10_17_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH10_17,,2010-2017
CGH10_020_NA,,DNA,,,,,0.0,,0.0,,NaN,NaN,CGH10_020,NTRK1,2010-2017
CGH10_049_NA,,DNA,,,,,0.0,,0.0,,NaN,NaN,CGH10_049,NTRK1,2010-2017
CGH10_058_NA,,DNA,,,,,0.0,,0.0,,NaN,NaN,CGH10_058,NTRK3,2010-2017
CGH10-028_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH10-028,,2010-2017
CGH10-045_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH10-045,,2010-2017
CGH10-058_NA,,DNA,,,,,0.0,,0.0,120.0,Infinity,-Infinity,CGH10-058,,2010-2017
CGH10-062_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH10-062,,2010-2017
CGH11_020_NA,,DNA,,,,,0.0,,0.0,,NaN,NaN,CGH11_020,NTRK1,2010-2017
CGH11_035_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11_035,,2010-2017
CGH11_60_NA,,DNA,,,,,0.0,,0.0,34.0,Infinity,-Infinity,CGH11_60,,2010-2017
CGH11_078_NA,,DNA,,,,,0.0,,0.0,,NaN,NaN,CGH11_078,NTRK1,2010-2017
CGH11_080_NA,,DNA,,,,,0.0,,0.0,,NaN,NaN,CGH11_080,NTRK1,2010-2017
CGH11_091_NA,,,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11_091,,2010-2017
CGH11_109_NA,2768 Tumor,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11_109,,2010-2017
CGH11_252_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11_252,,2010-2017
CGH11_281_NA,,DNA,,,,,0.0,,0.0,,NaN,NaN,CGH11_281,BRAF,2010-2017
CGH11_283_NA,,DNA,,,,,0.0,,0.0,,NaN,NaN,CGH11_283,NTRK3,2010-2017
CGH11_292_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11_292,,2010-2017
CGH11_305_NA,,DNA,,,,,0.0,,0.0,54.3,Infinity,-Infinity,CGH11_305,,2010-2017
CGH11_310_NA,,DNA,,,,,0.0,,0.0,54.0,Infinity,-Infinity,CGH11_310,,2010-2017
CGH11_319_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11_319,,2010-2017
CGH11_343_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11_343,,2010-2017
CGH11_348_NA,,DNA,,,,,0.0,,0.0,60.2,Infinity,-Infinity,CGH11_348,,2010-2017
CGH11_410_NA,,,,,,,0.0,,0.0,93.2,Infinity,-Infinity,CGH11_410,,2010-2017
CGH11_424_NA,,,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11_424,,2010-2017
CGH11-011_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11-011,,2010-2017
CGH11-035_NA,,DNA,,,,,0.0,,0.0,120.0,Infinity,-Infinity,CGH11-035,,2010-2017
CGH11-045_NA,1336 Tumor,DNA,6/27/2017,,4.20,50,210.0,,210.0,210.0,50,0,SGLP-0001,,CGH Validation
CGH11-072_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11-072,,2010-2017
CGH11-087_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11-087,,2010-2017
CGH11-089_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11-089,,2010-2017
CGH11-092,1337 Tumor,DNA,6/27/2017,,6.85,50,342.5,,342.5,250.0,36,14,SGLP-0002,,CGH Validation
CGH11-098-D,617 Tumor,DNA,,,10.30,50,515.0,,515.0,250.0,24,26,SGLP-0347,DNA from Dermpath/Swapna,Possible TERT Fusion
CGH11-115_NA,,,,,,,0.0,,0.0,45.1,Infinity,-Infinity,CGH11-115,,2010-2017
CGH11-147_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11-147,,2010-2017
CGH11-158_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11-158,,2010-2017
CGH11-166_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11-166,,2010-2017
CGH11-172_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11-172,,2010-2017
CGH11-184_NA,,,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11-184,,2010-2017
CGH11-194_NA,,DNA,,,,,0.0,,0.0,120.0,Infinity,-Infinity,CGH11-194,,2010-2017
CGH11-224_NA,,,,,,,0.0,,0.0,25.6,Infinity,-Infinity,CGH11-224,,2010-2017
CGH11-229_NA,,DNA,7/10/2013,Qiagen FFPE DNA columns,204.00,100,20400.0,,20400.0,51.4,0,50,CGH11-229,,2010-2017
CGH11-231_NA,,DNA,7/10/2013,Qiagen FFPE DNA columns,710.00,100,71000.0,,71000.0,100.0,0,50,CGH11-231,,2010-2017
CGH11-232_NA,,DNA,7/10/2013,Qiagen FFPE DNA columns,139.00,100,13900.0,,13900.0,67.8,0,50,CGH11-232,,2010-2017
CGH11-237_NA,,DNA,7/10/2013,Qiagen FFPE DNA columns,93.10,100,9310.0,,9310.0,70.9,1,49,CGH11-237,,2010-2017
CGH11-252_NA,,DNA,,,,,0.0,,0.0,120.0,Infinity,-Infinity,CGH11-252,,2010-2017
CGH11-259_NA,,DNA,7/10/2013,Qiagen FFPE DNA columns,471.00,100,47100.0,,47100.0,93.5,0,50,CGH11-259,,2010-2017
CGH11-268,1338 Tumor,DNA,6/27/2017,Qiagen FFPE DNA columns,6.21,50,310.5,,310.5,250.0,40,10,SGLP-0003,,CGH Validation
CGH11-282,1339 Tumor,DNA,6/27/2017,Qiagen FFPE DNA columns,6.95,50,347.5,,347.5,250.0,36,14,SGLP-0004,,CGH Validation
CGH11-294,1340 Tumor,DNA,6/27/2017,Qiagen FFPE DNA columns,7.22,50,361.0,,361.0,250.0,35,15,SGLP-0005,,CGH Validation
CGH11-315_NA,,,,,,,0.0,,0.0,31.1,Infinity,-Infinity,CGH11-315,,2010-2017
CGH11-339_NA,,,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11-339,,2010-2017
CGH11-386,1341 Tumor,DNA,6/27/2017,,4.24,50,212.0,,212.0,212.0,50,0,SGLP-0006,,CGH Validation
CGH11-399,1342 Tumor,DNA,6/27/2017,,2.59,50,129.5,,129.5,129.5,50,0,"SGLP-0007,CGH11-399",,"CGH Validation,Kinome CGH Project"
CGH11-402,1343 Tumor,DNA,6/27/2017,,5.75,50,287.5,,287.5,250.0,43,7,"SGLP-0008,CGH11-402",,"CGH Validation,Kinome CGH Project"
CGH11-404_NA,,DNA,,,,,0.0,,0.0,65.5,Infinity,-Infinity,CGH11-404,,2010-2017
CGH11-409_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH11-409,,2010-2017
CGH12_026_NA,,DNA,,,,,0.0,,0.0,89.5,Infinity,-Infinity,CGH12_026,,2010-2017
CGH12_039_NA,,DNA,7/24/2012,,145.00,100,14500.0,,14500.0,82.9,1,49,CGH12_039,,2010-2017
CGH12_040_NA,,DNA,7/24/2012,,920.00,100,92000.0,,92000.0,100.0,0,50,CGH12_040,,2010-2017
CGH12_053_NA,,DNA,7/24/2012,,120.00,100,12000.0,,12000.0,100.0,1,49,CGH12_053,,2010-2017
CGH12_056_NA,,DNA,7/24/2012,,236.00,100,23600.0,,23600.0,78.3,0,50,CGH12_056,,2010-2017
CGH12_058_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH12_058,,2010-2017
CGH12_135_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH12_135,NTRK1,2010-2017
CGH12_161_NA,,DNA,,,,,0.0,,0.0,30.3,Infinity,-Infinity,CGH12_161,NTRK1,2010-2017
CGH12_224_NA,,,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH12_224,,2010-2017
CGH12_317_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH12_317,NTRK3 | Barcode mismatch comment in note,2010-2017
CGH12_343_NA,,DNA,,,,,0.0,,0.0,74.6,Infinity,-Infinity,CGH12_343,NTRK3,2010-2017
CGH12-039-D,620 Nevus?,DNA,,,7.34,50,367.0,,367.0,250.0,34,16,SGLP-0349,DNA from Dermpath/Swapna,Possible TERT Fusion
CGH12-043_NA,,,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH12-043,,2010-2017
CGH12-055,1344 Tumor,DNA,6/27/2017,,4.39,50,219.5,,219.5,219.5,50,-0,SGLP-0009,,CGH Validation
CGH12-056-D,619 Nevus?,DNA,,,6.14,50,307.0,,307.0,250.0,41,9,SGLP-0348,DNA from Dermpath/Swapna,Possible TERT Fusion
CGH12-058,997 Tumor,DNA,,,41.60,10,416.0,,416.0,250.0,6,44,SGLP-0600,DNA from Dermpath/Swapna,PRKC Fused Cases
CGH12-067,1002 Tumor,DNA,,,29.52,10,295.2,,295.2,250.0,8,42,SGLP-0605,DNA from Dermpath/Swapna,NRAS Amplified
CGH12-092-D,621 Nevus?,DNA,,,8.42,50,421.0,,421.0,250.0,30,20,SGLP-0350,DNA from Dermpath/Swapna,Possible TERT Fusion
CGH12-104_NA,,,,,,,0.0,,0.0,71.2,Infinity,-Infinity,CGH12-104,,2010-2017
CGH12-109,490 nevus or nevus like,DNA,,Qiagen FFPE DNA columns,25.00,10,250.0,,250.0,250.0,10,40,SGLP-0404,From Swapna,Nevus Library
CGH12-124_NA,,,,,,,0.0,,0.0,71.6,Infinity,-Infinity,CGH12-124,,2010-2017
CGH12-191,1345 Tumor,DNA,6/27/2017,,18.30,50,915.0,,915.0,250.0,14,36,SGLP-0010,,CGH Validation
CGH12-273,1346 Tumor,DNA,6/27/2017,,6.43,50,321.5,,321.5,250.0,39,11,SGLP-0011,,CGH Validation
CGH12-280,491 nevus or nevus like,DNA,,Qiagen FFPE DNA columns,25.00,10,250.0,,250.0,250.0,10,40,SGLP-0405,,Nevus Library
CGH12-301,998 Tumor,DNA,,,41.60,10,416.0,,416.0,250.0,6,44,"SGLP-0601,SGLP-0012",DNA from Dermpath/Swapna,PRKC Fused Cases
CGH12-345_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH12-345,NTRK1,2010-2017
CGH12-347_NA,,DNA,,,,,0.0,,0.0,88.5,Infinity,-Infinity,CGH12-347,NTRK2,2010-2017
CGH13-003_NA,,DNA,,,,,0.0,,0.0,13.6,Infinity,-Infinity,CGH13-003,BRAF,2010-2017
CGH13-009_NA,,DNA,,,,,0.0,,0.0,96.2,Infinity,-Infinity,CGH13-009,NTRK1,2010-2017
CGH13-011_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH13-011,BRAF,2010-2017
CGH13-033_NA,,DNA,,,,,0.0,,0.0,100.0,Infinity,-Infinity,CGH13-033,NTRK1,2010-2017
